train loss;train accuracy;val accuracy;test loss;test accuracy
0.297549307346344;0.8830000162124634;0.8349999785423279;0.367514431476593;0.855555534362793
0.1210908517241478;0.9553333520889282;0.8633333444595337;0.4493342339992523;0.8633333444595337
0.06723125278949738;0.9786666631698608;0.8550000190734863;0.476705938577652;0.8622221946716309
0.06539325416088104;0.9760000109672546;0.8366666436195374;0.5870363116264343;0.8566666841506958
0.04068876430392265;0.9850000143051147;0.8500000238418579;0.6331201791763306;0.8711110949516296
0.02130526676774025;0.9926666617393494;0.8583333492279053;0.6991056799888611;0.8677777647972107
0.0370664969086647;0.9869999885559082;0.8650000095367432;0.693790853023529;0.8711110949516296
0.04364612698554993;0.9869999885559082;0.8583333492279053;0.7284769415855408;0.8666666746139526
0.014090204611420631;0.9946666955947876;0.8600000143051147;0.8389045000076294;0.8655555844306946
0.03882279247045517;0.9866666793823242;0.8299999833106995;0.8520512580871582;0.851111114025116
0.030675753951072693;0.9906666874885559;0.8633333444595337;0.8850215077400208;0.8633333444595337
0.01471658330410719;0.9956666827201843;0.8650000095367432;0.8655842542648315;0.8666666746139526
0.26097342371940613;0.890999972820282;0.8216666579246521;0.39939823746681213;0.8311111330986023
0.12151678651571274;0.9526666402816772;0.8349999785423279;0.40415099263191223;0.8677777647972107
0.07208138704299927;0.972000002861023;0.8566666841506958;0.46489930152893066;0.8744444251060486
0.06920358538627625;0.9743333458900452;0.8616666793823242;0.567428469657898;0.8622221946716309
0.044376272708177567;0.9863333106040955;0.846666693687439;0.7518126964569092;0.851111114025116
0.019971484318375587;0.9929999709129333;0.8566666841506958;0.7315388917922974;0.8644444346427917
0.022827157750725746;0.9923333525657654;0.8550000190734863;0.7923381924629211;0.855555534362793
0.023684784770011902;0.9916666746139526;0.8500000238418579;0.7727075219154358;0.8588888645172119
0.014809953980147839;0.9940000176429749;0.8583333492279053;0.860786497592926;0.8611111044883728
0.02925749495625496;0.9903333187103271;0.8483333587646484;0.9053097367286682;0.855555534362793
0.0283714160323143;0.9919999837875366;0.8366666436195374;0.860470712184906;0.8488888740539551
0.012457781471312046;0.9959999918937683;0.8516666889190674;0.9278279542922974;0.8666666746139526
0.25720876455307007;0.8899999856948853;0.8600000143051147;0.37516096234321594;0.8455555438995361
0.11652109771966934;0.9523333311080933;0.8650000095367432;0.37955373525619507;0.8766666650772095
0.08270212262868881;0.9683333039283752;0.8600000143051147;0.4344944357872009;0.8788889050483704
0.08748151361942291;0.9653333425521851;0.8433333039283752;0.5296937227249146;0.8544444441795349
0.06025375425815582;0.9776666760444641;0.846666693687439;0.6174415946006775;0.8766666650772095
0.019820379093289375;0.9940000176429749;0.8566666841506958;0.65620356798172;0.8766666650772095
0.04826545715332031;0.984000027179718;0.8683333396911621;0.7335912585258484;0.852222204208374
0.022028043866157532;0.9933333396911621;0.8616666793823242;0.7802563905715942;0.8577777743339539
0.01473567821085453;0.9953333139419556;0.8650000095367432;0.8023112416267395;0.8711110949516296
0.027338813990354538;0.9909999966621399;0.8633333444595337;0.7637132406234741;0.8788889050483704
0.024707654491066933;0.9919999837875366;0.8600000143051147;0.9119357466697693;0.8633333444595337
0.012100004591047764;0.9956666827201843;0.8583333492279053;0.8924202919006348;0.8677777647972107
0.31247568130493164;0.8806666731834412;0.82833331823349;0.37331682443618774;0.8444444537162781
0.1953861117362976;0.9223333597183228;0.8366666436195374;0.3927949070930481;0.8544444441795349
0.11012003570795059;0.9570000171661377;0.871666669845581;0.4168088734149933;0.8677777647972107
0.12686197459697723;0.953000009059906;0.8566666841506958;0.4534754157066345;0.8566666841506958
0.08410592377185822;0.9693333506584167;0.8533333539962769;0.5126569271087646;0.8533333539962769
0.04483884572982788;0.984333336353302;0.8683333396911621;0.6082730889320374;0.8622221946716309
0.0856536328792572;0.9673333168029785;0.8616666793823242;0.6339048147201538;0.8566666841506958
0.04850953817367554;0.984000027179718;0.8733333349227905;0.6712956428527832;0.8488888740539551
0.020843051373958588;0.9913333058357239;0.8666666746139526;0.7072362899780273;0.8588888645172119
0.03735201060771942;0.9883333444595337;0.8500000238418579;0.710432767868042;0.8566666841506958
0.0287645161151886;0.9886666536331177;0.8616666793823242;0.7479754090309143;0.8622221946716309
0.019496992230415344;0.9929999709129333;0.8583333492279053;0.8247585892677307;0.847777783870697
0.3208581805229187;0.8703333139419556;0.746666669845581;0.579731285572052;0.757777750492096
0.20319482684135437;0.9263333082199097;0.8583333492279053;0.35981184244155884;0.8744444251060486
0.12058563530445099;0.9543333053588867;0.8633333444595337;0.45751258730888367;0.8633333444595337
0.1109471544623375;0.9599999785423279;0.8483333587646484;0.48096591234207153;0.8611111044883728
0.07240123301744461;0.9773333072662354;0.8500000238418579;0.5497545599937439;0.8666666746139526
0.03628810495138168;0.9866666793823242;0.846666693687439;0.6881894469261169;0.8577777743339539
0.058836597949266434;0.9776666760444641;0.8566666841506958;0.5621380805969238;0.8588888645172119
0.03672812134027481;0.9879999756813049;0.8450000286102295;0.6110546588897705;0.855555534362793
0.02240760624408722;0.9923333525657654;0.8600000143051147;0.6500780582427979;0.8711110949516296
0.06224663183093071;0.9793333411216736;0.8550000190734863;0.6559877991676331;0.8566666841506958
0.027445722371339798;0.9903333187103271;0.8583333492279053;0.7467124462127686;0.8566666841506958
0.021203666925430298;0.9936666488647461;0.8483333587646484;0.7786329984664917;0.8611111044883728
0.3112027645111084;0.8693333268165588;0.824999988079071;0.3785379230976105;0.8455555438995361
0.18247756361961365;0.9316666722297668;0.8450000286102295;0.3776067793369293;0.8655555844306946
0.11448188126087189;0.9546666741371155;0.8483333587646484;0.44247710704803467;0.8700000047683716
0.12118605524301529;0.9513333439826965;0.8316666483879089;0.5269066095352173;0.8433333039283752
0.06736740469932556;0.9706666469573975;0.8516666889190674;0.5518655180931091;0.8633333444595337
0.04000253230333328;0.9853333234786987;0.8450000286102295;0.5612998008728027;0.8777777552604675
0.0682915523648262;0.9760000109672546;0.8366666436195374;0.6538756489753723;0.847777783870697
0.061952508985996246;0.9786666631698608;0.8433333039283752;0.7739262580871582;0.846666693687439
0.0208138357847929;0.9933333396911621;0.8650000095367432;0.7682075500488281;0.8577777743339539
0.05771412327885628;0.9803333282470703;0.8333333134651184;0.72824627161026;0.852222204208374
0.028994295746088028;0.9890000224113464;0.8533333539962769;0.6543232798576355;0.8644444346427917
0.021853312849998474;0.9919999837875366;0.8500000238418579;0.7740406394004822;0.8688889145851135
0.3163285255432129;0.871999979019165;0.8216666579246521;0.38423195481300354;0.8399999737739563
0.18785196542739868;0.9276666641235352;0.8550000190734863;0.358563095331192;0.8688889145851135
0.1192282885313034;0.9523333311080933;0.8700000047683716;0.3816046118736267;0.8844444155693054
0.10381810367107391;0.9593333601951599;0.8566666841506958;0.4488365650177002;0.8688889145851135
0.07225822657346725;0.9779999852180481;0.878333330154419;0.4729425013065338;0.8833333253860474
0.048675037920475006;0.9829999804496765;0.871666669845581;0.5395508408546448;0.8855555653572083
0.06936133652925491;0.9750000238418579;0.8633333444595337;0.5248231887817383;0.8788889050483704
0.039758071303367615;0.9863333106040955;0.8666666746139526;0.5967800617218018;0.8822222352027893
0.025727583095431328;0.9903333187103271;0.871666669845581;0.6641781330108643;0.8844444155693054
0.045816440135240555;0.984000027179718;0.8683333396911621;0.5345097780227661;0.8733333349227905
0.03866232931613922;0.9863333106040955;0.8483333587646484;0.7114987373352051;0.8700000047683716
0.016806114464998245;0.9959999918937683;0.8683333396911621;0.7032704949378967;0.8766666650772095
0.3121296763420105;0.8693333268165588;0.8233333230018616;0.3546140193939209;0.8600000143051147
0.16367864608764648;0.9333333373069763;0.8633333444595337;0.3422617018222809;0.8799999952316284
0.10464436560869217;0.9593333601951599;0.8700000047683716;0.3920499384403229;0.8822222352027893
0.10943222045898438;0.9603333473205566;0.871666669845581;0.3567137122154236;0.8822222352027893
0.05287057161331177;0.9816666841506958;0.871666669845581;0.5043764114379883;0.8722222447395325
0.058404743671417236;0.9783333539962769;0.8650000095367432;0.4815759062767029;0.8855555653572083
0.06615105271339417;0.9763333201408386;0.8566666841506958;0.5623257756233215;0.8688889145851135
0.03181426599621773;0.987666666507721;0.8733333349227905;0.5826956629753113;0.8788889050483704
0.0223733801394701;0.9913333058357239;0.8600000143051147;0.6415312886238098;0.8766666650772095
0.05502184107899666;0.9833333492279053;0.8500000238418579;0.5469432473182678;0.8788889050483704
0.033094391226768494;0.9886666536331177;0.8500000238418579;0.6743680834770203;0.8666666746139526
0.02352818474173546;0.9913333058357239;0.8566666841506958;0.631623387336731;0.8722222447395325
0.307443767786026;0.875;0.7850000262260437;0.5009766221046448;0.7755555510520935
0.15791352093219757;0.9396666884422302;0.8500000238418579;0.3883962035179138;0.8655555844306946
0.10493785887956619;0.9603333473205566;0.8616666793823242;0.3956848382949829;0.8788889050483704
0.10556411743164062;0.9586666822433472;0.8650000095367432;0.4549762010574341;0.8766666650772095
0.06385667622089386;0.9756666421890259;0.8516666889190674;0.5556533336639404;0.8688889145851135
0.03280188515782356;0.9886666536331177;0.8616666793823242;0.5544872283935547;0.8788889050483704
0.06333887577056885;0.9750000238418579;0.8550000190734863;0.6142164468765259;0.8622221946716309
0.06253659725189209;0.9786666631698608;0.8550000190734863;0.5833579897880554;0.855555534362793
0.021514028310775757;0.9926666617393494;0.8566666841506958;0.6427070498466492;0.8700000047683716
0.05209982395172119;0.9823333621025085;0.8533333539962769;0.7156118154525757;0.8600000143051147
0.03169653192162514;0.9893333315849304;0.8533333539962769;0.6184905767440796;0.8700000047683716
0.015816686674952507;0.9953333139419556;0.8399999737739563;0.7604562044143677;0.8677777647972107
